Time ,Day,Month,Year,Light,WindSpeed,WindDir,Rainfall,Pressure,Temperature,RH
19:30,2,9,2013,-0.21715,0,305,0,739.8472,10.4,43.44211
20:00,2,9,2013,0,0,305,0,740.1428,9.39007,40.7579
20:30,2,9,2013,0,0,295,0,740.1428,9.42553,38.68421
21:00,2,9,2013,-0.21715,0,275,0,740.1428,9.74468,34.30526
21:30,2,9,2013,0,0,295,0,740.1428,9.97872,29.63158
22:00,2,9,2013,-0.21715,0,290,0,740.1428,9.71631,20.72632
22:30,2,9,2013,-0.21715,0,305,0,740.1428,9.66667,18.58947
23:00,2,9,2013,-0.21715,0,310,0,740.1428,9.10638,16.11579
23:30,2,9,2013,-0.21715,0,320,0,740.1428,8.76056,9.65263
0:00,3,9,2013,-0.65144,0,310,0,739.8472,9.04255,11.46316
0:30,3,9,2013,0,0,285,0,739.8472,9.25532,5.04211
1:00,3,9,2013,0,0,300,0,739.5517,8.94366,12.61053
1:30,3,9,2013,-0.65144,0,300,0,739.5517,8.83099,9.52632
2:00,3,9,2013,-0.21715,0,295,0,739.2561,9.04965,8.33684
2:30,3,9,2013,-0.21715,0,305,0,738.9605,8.82394,8
3:00,3,9,2013,0,0,295,0,738.9605,8.92958,6.11579
3:30,3,9,2013,-0.21715,0,320,0,738.9605,9.43972,9.77895
4:00,3,9,2013,0,0,300,0,738.9605,8.85915,10.32632
4:30,3,9,2013,0,0,300,0,739.2561,8.90141,10.42105
5:00,3,9,2013,-0.21715,0,300,0,739.5517,8.47183,18.62105
5:30,3,9,2013,-0.21715,0,290,0,739.5517,8.14085,16.29474
6:00,3,9,2013,1.30288,0,285,0,739.5517,9.26241,10.50526
6:30,3,9,2013,16.9375,0,290,0,739.8472,9.34043,17.68421
7:00,3,9,2013,23.45192,0,260,0,740.1428,9.86525,24.08421
7:30,3,9,2013,33.22355,0,350,0,740.4384,10.31429,33.8
8:00,3,9,2013,51.24678,0,95,0,740.4384,11.21898,35.33685
8:30,3,9,2013,148.746,0,35,0,740.734,12.70588,40.07368
9:00,3,9,2013,471.8613,0.02667,100,0,740.734,14.60606,43.5579
9:30,3,9,2013,142.2315,0.18667,40,0,740.4384,15.1938,39.24211
10:00,3,9,2013,860.5551,0.05333,75,0,740.4384,15.64341,47.73684
10:30,3,9,2013,867.0695,0.10667,85,0,740.1428,17.408,36.92632
11:00,3,9,2013,1044.045,0.18667,245,0,739.5517,19.24167,30.42105
